"trip_id","origin_airport","destination","destination_airport","seats","return_flight_booked","departure_time","return_time","checked_bags","trip_airline","destination_airport_lat","destination_airport_lon","base_fare_usd"
"396001-f579026fd5ea4e8f9ae22a04e07fff94","JFK","las vegas","LSV","2","true","2022-11-18 07:00:00","2022-11-20 07:00:00","0","American Airlines","36.08","-115.152","1277.16"
"396005-ad4d159a022746519b8f89ee9a6332ae","YYC","milwaukee","MKE","1","true","2022-11-17 07:00:00","2022-11-20 07:00:00","1","Southwest Airlines","42.947","-87.896","419.09"
"396008-4be11325846e460f95dd2b0ddcb84511","YOW","tucson","DMA","1","true","2023-02-26 13:00:00","2023-03-12 13:00:00","1","American Airlines","32.166","-110.883","625.79"
"396009-62e9fec971a14550b92d86d2b23b6e1c","JFK","chicago","ORD","1","true","2022-11-11 12:00:00","2022-11-18 12:00:00","0","Alaska Airlines","41.786","-87.752","220.99"
"396010-46bc62f94d1f4c90aaf637007cc56192","YYZ","el paso","BIF","2","true","2022-11-10 16:00:00","2022-11-12 16:00:00","2","Ryanair","31.849","-106.38","950.62"
"396011-4644e5afccab479cac862c1c68cf7e74","LRD","winnipeg","YAV","1","true","2022-11-15 12:00:00","2022-11-24 12:00:00","1","Delta Air Lines","50.056","-97.032","451.15"
"396012-fd0759277777422a8888124c4ee23cbd","LAX","el paso","ELP","1","true","2022-11-13 12:00:00","2022-11-17 12:00:00","0","Southwest Airlines","31.849","-106.38","195.18"
"396013-84d80e974b4e49edb396afda91798d72","JFK","chicago","MDW","1","true","2022-11-09 10:00:00","2022-11-12 10:00:00","0","Volaris","41.786","-87.752","200.66"
"396017-72beea121cc9442bae07ec8b0c376ac9","YQB","philadelphia","PHL","1","true","2022-11-09 11:00:00","2022-11-29 11:00:00","0","American Airlines","39.872","-75.241","146.54"
"396021-d70fa199a02e48e0aab18a9c84fe350a","RND","san diego","NZY","2","true","2022-11-15 14:00:00","2022-11-18 14:00:00","0","Ryanair","32.699","-117.215","646.84"
"396022-5e167df6d7f64c6aa388cefa902cb94b","PHX","new york","JFK","1","true","2022-11-19 10:00:00","2022-11-22 10:00:00","0","Delta Air Lines","40.64","-73.779","603.36"
"396025-c076d72b3f394dd59c23a656a3f94231","HNL","hanoi","HAN","1","true","2022-12-31 17:00:00","2023-01-11 17:00:00","0","Vietnam Airlines","21.222","105.806","1711.82"
"396027-67d7bf60f5c440c7b3f200c896259ee6","BOS","quebec","YQB","1","true","2022-11-12 08:00:00","2022-11-16 08:00:00","0","American Airlines","46.788","-71.398","100.07"
"396029-7f7ae5b38eb144de8c2214b830360a81","PHL","houston","EFD","1","true","2022-11-15 10:00:00","2022-11-17 10:00:00","1","Delta Air Lines","29.607","-95.159","357.1"
"396032-27320bb6fdbb454d988d36c22f06dc82","YTZ","jacksonville","NCA","1","true","2022-11-13 15:00:00","2022-11-16 15:00:00","0","American Airlines","30.494","-81.688","279.54"
"396034-907f405ea15f4631a029d410808336a8","YWG","houston","EFD","1","true","2022-11-19 10:00:00","2022-11-23 10:00:00","1","Delta Air Lines","29.607","-95.159","412.59"
"396041-e595fbbc09714242bbcb051c5baf4e4d","TUS","houston","EFD","1","true","2022-11-16 13:00:00","2022-11-25 13:00:00","1","Ryanair","29.607","-95.159","261.72"
"396042-91cb175a6ce5420eac68aac911243cf5","SEA","ottawa","YOW","1","true","2022-11-13 07:00:00","2022-11-19 07:00:00","2","Porter Airlines","45.323","-75.669","691.45"
"396043-646448c28a084a7e8c10f181765cd97c","PHL","milwaukee","MKE","1","true","2022-11-13 13:00:00","2022-11-15 13:00:00","0","Southwest Airlines","42.947","-87.896","188.5"
"396045-1c4dcd28e4d14608b03df8dcdeaf6677","YZD","new york","LGA","1","true","2022-11-17 07:00:00","2022-11-22 07:00:00","1","American Airlines","40.64","-73.779","103.26"
"396047-87e9e66c9a054815863827857399b487","JFK","toronto","YYZ","1","true","2022-11-13 07:00:00","2022-11-20 07:00:00","0","United Airlines","43.862","-79.37","109.08"
"396048-914f57c43b3e4b7fbbc99822da0fda7c","LGA","dallas","DAL","1","true","2022-11-17 14:00:00","2022-11-19 14:00:00","0","United Airlines","32.847","-96.852","351.12"
"396050-af15465d21934272b8006282a29c259a","CMH","chicago","ORD","1","true","2022-11-11 09:00:00","2022-11-13 09:00:00","1","United Airlines","41.786","-87.752","81.17"
"396057-8bc7cdc92e7347e1a8211bd858e2142c","RIC","fresno","FAT","1","true","2022-11-10 16:00:00","2022-11-13 16:00:00","1","United Airlines","36.776","-119.718","665.66"
"396064-dfd33600a57d417e89a799bce8a65f15","NZY","memphis","MEM","1","true","2022-11-12 07:00:00","2022-11-14 07:00:00","0","Delta Air Lines","35.042","-89.977","435.49"
"396067-a137679dd67247528c673b166627cdfa","YND","hamilton","HLZ","1","true","2022-11-14 09:00:00","2022-11-16 09:00:00","1","Air New Zealand","43.173","-79.935","84.8"
"396078-436daba5e9694b5c8f2ba87445b82e69","LAX","austin","AUS","1","true","2022-11-12 10:00:00","2022-11-14 10:00:00","0","Southwest Airlines","30.194","-97.67","314.47"
"396080-56d4bf3ede3945fa93d7b61f64a77b97","ROC","philadelphia","PNE","1","true","2022-11-12 11:00:00","2022-11-13 11:00:00","0","United Airlines","39.872","-75.241","74.08"
"396081-fdecc4589c05483dbd2dbe6df2ed4d0a","YYC","philadelphia","PHL","1","true","2022-11-11 12:00:00","2022-11-17 12:00:00","0","American Airlines","39.872","-75.241","567.45"
"396082-41ac5f7b4b5145cfa4149c4bd9c7a125","LGA","calgary","YYC","1","true","2022-11-13 07:00:00","2022-11-16 07:00:00","1","Air Canada","51.114","-114.02","520.89"
"396084-3dd4cc4ed8444d7cba37537e0b193697","AUS","calgary","YYC","1","true","2022-11-15 13:00:00","2022-11-20 13:00:00","1","United Airlines","51.114","-114.02","453.28"
"396085-1565544e970446c9a7c86fd184e135a3","CLT","baltimore","BWI","1","true","2022-11-11 10:00:00","2022-11-13 10:00:00","2","Southwest Airlines","39.175","-76.668","107.17"
"396090-23886f284a144f38a4f8ec25528d46ce","UGN","prague","PRG","1","true","2023-01-01 13:00:00","2023-01-15 13:00:00","0","Air France","50.101","14.26","1392.09"
"396091-0d0970631520410c9613c4b6706d870f","LAX","new york","JFK","1","true","2022-11-13 09:00:00","2022-11-17 09:00:00","1","American Airlines","40.64","-73.779","757.09"
"396097-ded2e0c8d5f74e9792c370ffa38cf656","BFL","edmonton","YED","1","true","2022-11-12 08:00:00","2022-11-14 08:00:00","0","United Airlines","53.667","-113.467","327.06"
"396101-bc94a51580d8496a9d88d40e5d662338","YKZ","new york","LGA","2","true","2022-11-12 07:00:00","2022-11-14 07:00:00","0","Delta Air Lines","40.64","-73.779","199.2"
"396107-32a747e3a1ed49b388d581f78b7eb145","MDW","los angeles","LSQ","1","true","2022-11-15 08:00:00","2022-11-17 08:00:00","0","American Airlines","33.942","-118.408","462.94"
"396109-230199ff6f2e499bad1583c0e663bc0e","MEM","tucson","TUS","1","true","2022-11-11 09:00:00","2022-11-14 09:00:00","1","Delta Air Lines","32.166","-110.883","344.33"
"396112-40065dfc6295497689b9c8e68a3bd1e1","SJC","nashville","BNA","1","true","2022-11-12 11:00:00","2022-11-14 11:00:00","1","American Airlines","36.124","-86.678","513.82"
"396113-24080da5d1e24a54a193a87a284009c4","LGA","washington","IAD","1","true","2022-11-14 07:00:00","2022-11-18 07:00:00","1","Air France","38.852","-77.037","58.06"
"396114-1d20238436f94329aa57d278bf54f2f5","AUS","toronto","YTZ","1","false","2022-11-15 08:00:00","","1","Porter Airlines","43.862","-79.37","204.5"
"396117-d892acdf0f2341059c9a6f108e304ffc","MKE","oklahoma city","OKC","1","true","2022-11-12 07:00:00","2022-11-14 07:00:00","1","Delta Air Lines","35.393","-97.601","207.94"
"396119-603ca616a21249aebc75c2357edf21a5","FTW","dallas","DAL","1","true","2022-11-13 07:00:00","2022-11-15 07:00:00","0","Southwest Airlines","32.847","-96.852","8.36"
"396120-5c0d2855856c4d8a9a6e7c350be967e1","SFO","new york","JFK","1","true","2022-11-16 14:00:00","2022-11-28 14:00:00","2","Delta Air Lines","40.64","-73.779","796.1"
"396123-f984e8414ce042318113b8c2f452cb4f","YAW","phoenix","LUF","2","true","2022-11-20 15:00:00","2022-11-25 15:00:00","0","United Airlines","33.535","-112.383","1592.65"
"396133-44916a1b8c064f9dba72e3657c4a8dc2","HOU","dallas","DAL","1","true","2022-11-11 08:00:00","2022-11-14 08:00:00","0","AirTran Airways","32.847","-96.852","70.59"
"396135-358d894b09064815bb65264d666a4d97","SKF","chicago","MDW","1","true","2022-11-09 07:00:00","2022-11-11 07:00:00","1","Southwest Airlines","41.786","-87.752","295.86"
"396142-972fabb1bdfe4963a05c1e68ed23487c","YTZ","delhi","DEL","2","true","2023-01-29 19:00:00","2023-02-09 19:00:00","1","Air India Limited","28.566","77.103","4316.08"
"396144-e336a6070eed4902bf76cde8679f0775","FAT","toronto","YTZ","2","true","2022-11-10 10:00:00","2022-11-12 10:00:00","0","Porter Airlines","43.862","-79.37","1226.17"
"396147-55d08ade9b1148b2b798fde003cc3b3e","AUS","new york","LGA","1","true","2022-11-12 09:00:00","2022-11-16 09:00:00","0","AirTran Airways","40.64","-73.779","427.33"
"396149-da96838223f9444892d8c80bf248f529","HOU","san diego","NZY","1","true","2022-11-12 16:00:00","2022-11-17 16:00:00","0","American Airlines","32.699","-117.215","338.35"
"396163-e16ff54ce2764023a163a3bd42f1e874","JFK","san diego","SAN","1","true","2022-11-18 07:00:00","2022-11-23 07:00:00","0","American Airlines","32.699","-117.215","736.96"
"396164-e74885d7ed924a6b8ddc908d393494fc","BNA","dallas","DAL","1","true","2022-11-14 09:00:00","2022-11-16 09:00:00","0","Southwest Airlines","32.847","-96.852","187.61"
"396167-131a82410a7c4422832652bb69e89e0f","YQB","louisville","LOU","1","true","2022-11-15 08:00:00","2022-11-20 08:00:00","0","Ryanair","38.228","-85.664","270.57"
"396168-e96924b599c040db84925150672206b2","YHM","los angeles","LAX","1","true","2022-11-14 07:00:00","2022-11-18 07:00:00","0","United Airlines","33.942","-118.408","572.31"
"396169-8a841505bc4a4bd0a39a5fc2162fce26","IAD","vancouver","YVR","1","false","2022-11-13 07:00:00","","0","Air Canada","49.195","-123.182","322.1"
"396170-641bfd5e93c9471bad5fa32f4cc2ebc0","CRP","toronto","YTZ","1","true","2022-11-12 07:00:00","2022-11-15 07:00:00","0","Porter Airlines","43.862","-79.37","434.45"
"396171-f82dab492648427bab5f3dfbc6057641","IND","new york","LGA","1","true","2022-11-16 07:00:00","2022-11-19 07:00:00","0","JetBlue Airways","40.64","-73.779","196.28"
"396173-3ca36f954fd4495ea59118bcf37cf852","YMX","paris","ORY","1","true","2023-01-29 17:00:00","2023-02-07 17:00:00","0","Iberia Airlines","48.969","2.441","1114.48"
"396176-9497f04d73584521b143f4f129778b40","BFI","new york","JFK","1","true","2022-11-14 15:00:00","2022-11-17 15:00:00","1","American Airlines","40.64","-73.779","633.84"
"396181-857623c873314058a097234abf466081","YXD","new york","JFK","1","true","2022-11-11 07:00:00","2022-11-13 07:00:00","0","Allegiant Air","40.64","-73.779","459.54"
"396186-05957cab4d67477dab5b90c7648623f5","AUS","ottawa","YOW","1","true","2022-11-13 07:00:00","2022-11-18 07:00:00","0","Air Canada","45.323","-75.669","460.98"
"396187-c54554672e31493f94e641970a578651","DAL","columbus","CMH","1","true","2022-11-12 11:00:00","2022-11-16 11:00:00","0","AeroMéxico","39.998","-82.892","233.93"
"396194-a8157ecdc18a488aad1c0d133cca008c","LAX","detroit","DET","1","true","2022-11-12 07:00:00","2022-11-15 07:00:00","1","American Airlines","42.409","-83.01","628.91"
"396197-41e42701f6784d078066cea5641e0bbe","STL","toronto","YYZ","1","true","2022-11-13 12:00:00","2022-11-19 12:00:00","1","Air Canada","43.862","-79.37","187.92"
"396198-4dfbafe39cfb4b00a214ad6c8bd58665","RAL","los angeles","LSQ","1","true","2022-11-15 12:00:00","2022-11-21 12:00:00","0","Ryanair","33.942","-118.408","13.96"
"396204-26d0d27057e64e369ed7d23526d6183f","DTW","los angeles","LSQ","2","true","2022-11-12 14:00:00","2022-11-18 14:00:00","1","Ryanair","33.942","-118.408","1037.06"
"396206-b78cea6253974b4b95a20b346f33eb65","SAT","hamilton","YHM","1","true","2022-11-16 15:00:00","2022-11-19 15:00:00","1","WestJet","43.173","-79.935","404.32"
"396207-665812c4b83545649cec6a3534123665","TNT","seattle","SEA","1","true","2022-11-11 10:00:00","2022-11-13 10:00:00","0","Alaska Airlines","47.53","-122.302","729.33"
"396211-1d2df8d1af904428b6f1938303278124","YKZ","san antonio","SVZ","1","true","2022-11-14 09:00:00","2022-11-29 09:00:00","1","Conviasa","29.529","-98.279","405.07"
"396213-6632ae0248c74af58e5734c785749de1","SEA","portland","PWM","1","false","2022-11-10 09:00:00","","1","American Airlines","45.589","-122.597","17.97"
"396214-a0ec880f6f4445bfbb723736429e2feb","JFK","montreal","YHU","2","true","2022-11-09 15:00:00","2022-11-17 15:00:00","1","Delta Air Lines","45.517","-73.417","198.99"
"396216-bd420a9aa5b04015ab99262b574a03d1","DTW","phoenix","PHX","3","true","2022-11-14 12:00:00","2022-11-16 12:00:00","0","American Airlines","33.535","-112.383","1349.03"
"396219-40439217f92946a6854fcac747e03074","YYZ","los angeles","LAX","2","true","2022-11-12 16:00:00","2022-12-01 16:00:00","0","American Airlines","33.942","-118.408","1234.92"
"396229-f20e4deaf0e847539757b39de2c52419","YYC","portland","PDX","1","true","2022-11-14 07:00:00","2022-11-19 07:00:00","1","American Airlines","45.589","-122.597","160.41"
"396230-30725e2026554a86b0d88c8c8108872b","JFK","houston","IAH","1","true","2022-11-12 13:00:00","2022-11-17 13:00:00","0","United Airlines","29.607","-95.159","443.85"
"396231-a1524c318b464fb5bb497a94e26a7982","YHU","new york","JFK","3","true","2023-02-26 16:00:00","2023-03-10 16:00:00","2","Delta Air Lines","40.64","-73.779","287.52"
"396234-02f8e895ddf04d34889089db4826ccb2","LGA","jerusalem","JRS","1","true","2023-01-29 07:00:00","2023-02-07 07:00:00","0","Delta Air Lines","31.867","35.217","1551.62"
"396235-ea7bddfc61f24296835e4fd1d284551e","TIK","ottawa","YOW","1","true","2022-11-11 16:00:00","2022-11-16 16:00:00","0","WestJet","45.323","-75.669","389.45"
"396237-bfd023b80f984a6f8c2d96a37e602a3a","YED","new york","LGA","1","true","2022-11-15 07:00:00","2022-11-21 07:00:00","1","JetBlue Airways","40.64","-73.779","580.1"
"396239-3695a99859774527a89b2da80c831f67","JFK","philadelphia","PNE","1","true","2022-11-11 07:00:00","2022-11-14 07:00:00","1","United Airlines","39.872","-75.241","28.61"
"396243-ec5adeba8b8d45f384ea4c7617797994","SKF","toronto","YYZ","1","true","2022-11-11 13:00:00","2022-11-15 13:00:00","1","Air Canada","43.862","-79.37","412.24"
"396249-dc011efb4dae4efe8ea102038b2efbd7","YQB","montreal","YHU","1","true","2022-11-09 14:00:00","2022-11-11 14:00:00","0","American Airlines","45.517","-73.417","39.9"
"396251-93afe141ecfa40e897623ef1ee3800a3","SMF","louisville","LOU","1","true","2022-11-14 16:00:00","2022-11-17 16:00:00","0","American Airlines","38.228","-85.664","620.61"
"396255-f8b8ef4eae9240f388c7b8b34a9c3a8a","BOS","chicago","MDW","1","true","2022-11-13 07:00:00","2022-11-15 07:00:00","1","Southwest Airlines","41.786","-87.752","221.99"
"396256-f94ce38ed4424d35b3c792b06306ecab","DSM","dallas","DAL","1","true","2022-11-13 07:00:00","2022-11-16 07:00:00","0","AirTran Airways","32.847","-96.852","175.49"
"396257-3735baa6cf824366b7600cdf37ba0c24","IAB","milwaukee","MKE","1","true","2022-11-11 07:00:00","2022-11-13 07:00:00","1","Southwest Airlines","42.947","-87.896","187.66"
"396264-63b9330eb56c42b49fafbf63c26e9739","MCI","san francisco","SFO","1","true","2022-11-10 13:00:00","2022-11-13 13:00:00","0","Swiss International Air Lines","37.619","-122.375","461.04"
"396266-5d4fef4d13f644e3807bf7d22320f52b","YMX","detroit","YIP","1","true","2022-11-16 12:00:00","2022-11-23 12:00:00","0","United Airlines","42.409","-83.01","128.47"
"396270-538f02cf99f74ace8baa7d814d6ffeda","LAX","chicago","ORD","1","true","2022-11-16 07:00:00","2022-11-21 07:00:00","1","United Airlines","41.786","-87.752","561.19"
"396271-7536a49a7a1f44bca75901fbe174b2a5","BIF","denver","DEN","1","true","2022-11-16 08:00:00","2022-11-18 08:00:00","2","Southwest Airlines","39.858","-104.667","165.32"
"396273-195ef2957f0945bbaca3875504954bb0","YWG","san antonio","SVZ","1","true","2022-11-16 16:00:00","2022-11-23 16:00:00","2","Conviasa","29.529","-98.279","410.39"
"396275-02460d148eaa46429cded8e4f14d4d87","YYZ","indianapolis","IND","1","true","2022-11-12 07:00:00","2022-11-15 07:00:00","1","Allegiant Air","39.717","-86.294","125.68"
"396276-7a5ed0377cab4fe59ae13203aa813b33","JFK","charlotte","CLT","1","true","2022-11-11 16:00:00","2022-11-14 16:00:00","1","American Airlines","35.214","-80.943","154.32"
"396277-58520d49f1da4f0894a4499ffe51bb07","CLT","detroit","DTW","2","true","2022-11-11 11:00:00","2022-11-13 11:00:00","0","Delta Air Lines","42.409","-83.01","308.0"
"396278-97a22873adea4ba785384ed009d54fbd","YHU","nashville","BNA","1","true","2022-11-13 16:00:00","2022-11-16 16:00:00","1","Virgin Atlantic Airways","36.124","-86.678","274.73"
"396279-40630cdc3406494786989397b72df1e6","LAX","san jose","SJI","1","true","2022-11-11 07:00:00","2022-11-14 07:00:00","0","Cebu Pacific","37.362","-121.929","82.78"
"396282-3fd1e427b6c24c758c2a2abb3a41f94f","YWG","phoenix","PHX","1","true","2022-11-13 07:00:00","2022-11-14 07:00:00","1","AirTran Airways","33.535","-112.383","360.38"
"396285-b85ebf254c164d85b518131bfe1663af","LUF","louisville","LOU","1","true","2022-11-12 16:00:00","2022-11-16 16:00:00","0","Ryanair","38.228","-85.664","429.02"
"396286-ef7aafeb2f834502b7c87b3bb804ae63","YYZ","el paso","ELP","3","true","2022-11-11 08:00:00","2022-11-12 08:00:00","0","Air France","31.849","-106.38","1462.13"
"396291-8095a36b3d1f4ad88905ca6300a52325","OKC","san diego","NZY","2","true","2022-11-17 07:00:00","2022-11-18 07:00:00","0","United Airlines","32.699","-117.215","630.52"
"396295-897888ce0a2b4c53b5a7897c3a807a7e","JFK","oklahoma city","OKC","1","true","2022-11-16 07:00:00","2022-11-21 07:00:00","1","AirTran Airways","35.393","-97.601","415.0"
"396298-bebf2bc59a5f4cb78096387ea52c2f35","FAT","vienna","VIE","1","true","2023-01-01 07:00:00","2023-01-14 07:00:00","0","Air France","48.11","16.57","1923.97"
"396303-89be939b5bea463ca5a95f1fe3564cb4","YQB","johor bahru","JHB","1","true","2023-02-25 07:00:00","2023-03-06 07:00:00","0","Indonesia AirAsia","1.641","103.669","2536.29"
"396304-c455d985af3a4f9cb1e5c43d19939e1d","YMX","san antonio","RND","1","true","2022-11-14 07:00:00","2022-11-17 07:00:00","1","Delta Air Lines","29.529","-98.279","451.02"
"396305-9941ad1b62af4916bbd939755eb792c5","PHL","vancouver","YVR","1","true","2022-11-11 07:00:00","2022-11-16 07:00:00","1","WestJet","49.195","-123.182","683.01"
"396309-476a2b3bd01b4bf091ed9cc8f3e1980e","YOW","indianapolis","IND","1","true","2022-11-14 07:00:00","2022-11-18 07:00:00","1","Delta Air Lines","39.717","-86.294","190.67"
"396310-d05c1ae5eae54362ab8ad1bf5a8bc326","YZD","new york","JFK","1","true","2022-11-15 08:00:00","2022-11-17 08:00:00","0","Delta Air Lines","40.64","-73.779","109.52"
"396313-457203848fdc4cb39413437fda15dcde","YTZ","houston","IAH","1","true","2022-11-14 14:00:00","2022-11-18 14:00:00","1","United Airlines","29.607","-95.159","390.21"
"396315-4615a9a75d99421890556514034d5cb1","CMH","houston","HOU","3","true","2022-11-12 07:00:00","2022-11-17 07:00:00","0","AirTran Airways","29.607","-95.159","896.58"
"396316-ec70e91dbe264970939162cf234d36b1","LGA","las vegas","LAS","1","true","2022-11-18 11:00:00","2022-11-21 11:00:00","0","Allegiant Air","36.08","-115.152","593.18"
"396317-8425c58794324b56b55309dbb042cb44","YVR","new york","JFK","1","true","2022-11-12 14:00:00","2022-11-19 14:00:00","0","LAN Airlines","40.64","-73.779","686.46"
"396320-a3fcfb3b508e446883454750575ff48b","PNE","las vegas","LAS","1","true","2022-11-14 10:00:00","2022-11-20 10:00:00","0","Southwest Airlines","36.08","-115.152","623.01"
"396327-2c3b92f588cc4c4e9d91a0f3dace7422","LOU","austin","AUS","2","true","2022-11-17 07:00:00","2022-11-19 07:00:00","1","Allegiant Air","30.194","-97.67","503.72"
"396330-d901afe121c34aa386737e54cf54f410","AKR","phoenix","LUF","1","true","2022-11-14 11:00:00","2022-11-21 11:00:00","1","United Airlines","33.535","-112.383","551.04"
"396333-2d4e480f199d47f39de1ca5e7426261c","DAL","columbus","CMH","1","true","2022-11-13 15:00:00","2022-11-18 15:00:00","1","Delta Air Lines","39.998","-82.892","272.89"
"396338-dc0b1cd7ef274ac99c3d47f3be5033d8","STL","new york","LGA","1","true","2022-11-16 08:00:00","2022-11-20 08:00:00","0","Delta Air Lines","40.64","-73.779","254.51"
"396342-19e354fc12724be994a205f5e974ace9","DAL","new york","JFK","1","true","2022-11-14 14:00:00","2022-11-18 14:00:00","1","JetBlue Airways","40.64","-73.779","439.2"
"396343-126c69ebdcca42d080d9da6177bef84b","LGB","hong kong","HKG","2","true","2023-01-29 12:00:00","2023-02-14 12:00:00","1","Dragonair","22.309","113.914","4339.18"
"396345-a04a7bb208c748f79fce18981d0ce6ac","YOW","toronto","YTZ","1","true","2022-11-17 08:00:00","2022-11-22 08:00:00","0","Porter Airlines","43.862","-79.37","62.04"
"396346-1663ad085a3d459e99bc16e1a52d13bb","SJC","san francisco","SFO","2","true","2022-11-13 09:00:00","2022-11-17 09:00:00","1","Delta Air Lines","37.619","-122.375","18.54"
"396348-eb0a0059708c4eb5bc9f36403cfd5aef","DEN","houston","EFD","1","true","2022-11-11 10:00:00","2022-11-19 10:00:00","0","Ryanair","29.607","-95.159","251.68"
"396353-37ad8d39e6234bb09ea60142d0a717e0","JFK","indianapolis","IND","1","true","2022-11-09 14:00:00","2022-11-20 14:00:00","0","Alaska Airlines","39.717","-86.294","195.06"
"396354-3718dbcbc77c42e19b86f7af553472bf","ORD","los angeles","LSQ","1","true","2022-11-15 07:00:00","2022-11-19 07:00:00","0","American Airlines","33.942","-118.408","506.79"
"396359-4e9a2d46c37f409aa19e8bac4201ec33","RIC","nashville","BNA","1","true","2022-11-13 13:00:00","2022-11-15 13:00:00","1","Southwest Airlines","36.124","-86.678","144.8"
"396360-345458bedac74804bfc0528907223108","YYZ","edmonton","YEG","1","true","2022-11-18 13:00:00","2022-11-21 13:00:00","1","United Airlines","53.667","-113.467","432.46"
"396361-826a751b6cb6444f98f6ee5ca963d3e1","MSP","seattle","BFI","1","true","2022-11-13 13:00:00","2022-11-17 13:00:00","0","Kenmore Air","47.53","-122.302","433.28"
"396365-6632c54f43db470d8e381d7c5efbf4a2","MDW","ottawa","YOW","2","true","2023-02-25 08:00:00","2023-03-06 08:00:00","1","Air Canada","45.323","-75.669","400.54"
"396367-9ca2b02d23ee4dfba6707ab57a878255","JFK","fresno","FAT","2","true","2023-02-26 12:00:00","2023-03-09 12:00:00","1","United Airlines","36.776","-119.718","1417.81"
"396368-020e6cfa87a4447eb5f3c7e4960744ae","YYZ","quebec","YQB","1","true","2022-11-11 08:00:00","2022-11-15 08:00:00","1","Air Canada","46.788","-71.398","118.44"
"396373-c965fdebb15a4225933d6d8b24d9795f","MDW","phoenix","LUF","1","true","2022-11-11 16:00:00","2022-11-18 16:00:00","0","United Airlines","33.535","-112.383","371.87"
"396375-945d6564e18247e2b947d992b1890c91","YQB","san antonio","RND","1","true","2022-11-11 15:00:00","2022-11-18 15:00:00","1","Ryanair","29.529","-98.279","538.43"
"396377-a2434837607c44548368868f0ea469c5","LGA","philadelphia","PNE","1","true","2022-11-14 09:00:00","2022-11-15 09:00:00","0","American Airlines","39.872","-75.241","26.57"
"396378-09c96d2ddebd4b6798f480a30bc3da92","JFK","memphis","MEM","1","true","2022-11-11 09:00:00","2022-11-14 09:00:00","0","Delta Air Lines","35.042","-89.977","300.64"
"396379-517cee699f0a40f2a1792e2d3dad74ad","DCA","milwaukee","MKE","1","true","2022-11-10 15:00:00","2022-11-18 15:00:00","1","American Airlines","42.947","-87.896","181.88"
"396380-fcf7460e8bf04a44aa7098a041e2cc19","DAL","philadelphia","PNE","1","false","2022-11-14 09:00:00","","0","American Airlines","39.872","-75.241","193.97"
"396388-5951d0150e334143ae6b2ba061476bd0","MDW","montreal","YHU","2","true","2022-11-15 15:00:00","2022-11-19 15:00:00","0","American Airlines","45.517","-73.417","486.45"
"396389-e58bfbfaa67b4233941c0372b70a76f9","NZY","new york","JFK","1","true","2022-11-14 13:00:00","2022-11-23 13:00:00","1","Allegiant Air","40.64","-73.779","435.6"
"396397-cd37fe2746a9428cb5ad6ad99517f1ec","PNE","new york","LGA","1","true","2022-11-12 12:00:00","2022-11-13 12:00:00","0","American Airlines","40.64","-73.779","21.22"
"396401-346cc782fb8f464897cfe552235a176d","JFK","las vegas","LSV","2","true","2022-11-13 07:00:00","2022-11-16 07:00:00","0","United Airlines","36.08","-115.152","1266.12"
"396405-d0b5aeb87fb54e5f88422b7b82f98d65","SJC","new york","LGA","1","true","2022-11-13 07:00:00","2022-11-18 07:00:00","1","United Airlines","40.64","-73.779","687.67"
"396407-9c38d649f1a1450482ea222a1ccf2bab","FTW","charlotte","CLT","2","true","2022-11-14 08:00:00","2022-11-17 08:00:00","0","Allegiant Air","35.214","-80.943","461.28"
"396411-7b43125424ed4519a8bd2ef9bd4d59c3","SAT","nashville","BNA","1","true","2022-11-13 07:00:00","2022-11-15 07:00:00","2","American Airlines","36.124","-86.678","230.8"
"396412-c4ed298778af4c03b2f0b57348b4661c","BAD","baltimore","BWI","1","true","2022-11-11 13:00:00","2022-11-15 13:00:00","1","Southwest Airlines","39.175","-76.668","340.32"
"396413-986a90a9098246908a094123132968b9","PHL","el paso","BIF","1","true","2022-11-16 15:00:00","2022-11-23 15:00:00","1","Ryanair","31.849","-106.38","464.48"
"396415-0db473b675774a72a9cb3788e71cfd0f","MEM","fresno","FAT","1","true","2022-11-16 08:00:00","2022-11-18 08:00:00","0","United Airlines","36.776","-119.718","489.26"
"396416-9d804f4fc2d3458e8cfe01961ff78d01","JFK","baltimore","BWI","1","true","2022-11-15 11:00:00","2022-11-22 11:00:00","0","Air Canada","39.175","-76.668","53.61"
"396417-7a53c3d29f564e92a0ce5fb413b09f77","PIE","ottawa","YOW","3","true","2023-02-26 17:00:00","2023-03-17 17:00:00","2","United Airlines","45.323","-75.669","1116.91"
"396422-461fea74eace4f3980fa38951307ba0a","JFK","austin","AUS","3","true","2022-11-19 07:00:00","2022-11-28 07:00:00","0","JetBlue Airways","30.194","-97.67","1328.85"
"396425-dc531cc7dc5348dc8f30640e5b9b089e","JFK","london","YXU","1","true","2023-01-29 16:00:00","2023-02-08 16:00:00","0","WestJet","43.036","-81.154","107.25"
"396426-4e19322628f140aaacc82f8784e08818","PHF","quebec","YQB","1","true","2022-11-13 07:00:00","2022-11-14 07:00:00","0","Air Transat","46.788","-71.398","197.54"
"396430-1c828dee98e04844b21e8a7eb49d9885","LAX","toronto","YKZ","1","true","2022-11-11 07:00:00","2022-11-14 07:00:00","0","United Airlines","43.862","-79.37","607.49"
"396432-d887f3596e424e5ba7604613f13557ef","DEN","montreal","YMX","1","true","2022-11-12 16:00:00","2022-11-17 16:00:00","0","American Airlines","45.517","-73.417","495.37"
