"trip_id","hotel_name","nights","rooms","check_in_time","check_out_time","hotel_per_room_usd"
"65667-2dc78d551b6046c08b34dc85dd097fc1","Extended Stay  - new york","0","1","2023-01-21 22:17:20.625","2023-01-22 11:00:00","194"
"65741-8b9fc9d819f0484cb3a59eb260eb113b","Choice Hotels - dallas","1","1","2023-01-18 09:29:35.61","2023-01-19 11:00:00","177"
"66160-032f7718d9d64f84932ce56fcaf54855","NH Hotel  - philadelphia","4","1","2023-01-18 10:29:38.715","2023-01-22 11:00:00","73"
"66459-63a0fac7a12e4045a92747bcb96ebb2e","Banyan Tree  - bangkok","9","1","2023-06-03 07:36:02.43","2023-06-12 11:00:00","143"
"67067-8001d8c89f764f598d17097a0d1f9ce1","Hyatt - philadelphia","2","1","2023-01-23 16:55:44.985","2023-01-26 11:00:00","146"
"67388-05957288cc6f4011acd343a427dd4445","Marriott  - toronto","1","1","2023-01-19 15:38:23.73","2023-01-21 11:00:00","109"
"67706-d76e0890d4244a9ab69f55fa012222f0","Shangri-La - memphis","2","1","2023-01-20 11:16:23.295","2023-01-22 11:00:00","314"
"68454-baef3216183f43e08e9e1f0754c05d31","Starwood  - las vegas","1","2","2023-01-21 14:55:24.735","2023-01-23 11:00:00","54"
"68744-842f7d8388e4446a95afbc64b7975184","InterContinental  - denver","5","2","2023-01-25 19:54:50.49","2023-01-31 11:00:00","428"
"68835-f9c290a24e074d41bc0ce01468df0e1a","Best Western - quebec","8","1","2023-02-13 11:00:00","2023-02-21 11:00:00","126"
"68895-2b1b2fcee3d94bf0b7d29b2b14f62ca9","Accor - detroit","5","1","2023-01-23 14:13:43.005","2023-01-29 11:00:00","320"
"69215-5928af269a9f42b592e4e555f9e66d01","Hilton - portland","1","1","2023-01-22 21:56:31.965","2023-01-24 11:00:00","245"
"69269-9306715c8c204502873ba13e2a53585a","NH Hotel  - los angeles","3","1","2023-01-20 13:35:33.18","2023-01-24 11:00:00","104"
"69307-57b868f6e90b468f8894885f1c695bfc","Choice Hotels - boston","4","2","2023-01-26 11:00:00","2023-01-30 11:00:00","483"
"69452-4b271999d68b42c8b1966b6c496eb764","Rosewood - washington","8","1","2023-01-20 19:27:04.815","2023-01-29 11:00:00","239"
"69650-a0c7c968f54a4b46b5abe2a24ba998e2","Choice Hotels - los angeles","1","1","2023-01-21 11:25:39.495","2023-01-22 11:00:00","187"
"69792-783cbb37e5b54deebc24d780d8b6f3f4","Crowne Plaza - new york","4","1","2023-01-26 15:43:38.55","2023-01-31 11:00:00","456"
"69808-abab1a02e5a04be8b342f310fe973247","Starwood  - new york","6","3","2023-01-27 11:00:00","2023-02-02 11:00:00","168"
"69890-081366a06ac54c44b25b1fb71986eaab","Marriott  - las vegas","3","1","2023-01-20 14:30:00.135","2023-01-24 11:00:00","198"
"69976-e9dd7298fa2f437cafc54ae24e262260","Hilton - quebec","4","2","2023-01-25 11:00:00","2023-01-29 11:00:00","68"
"70134-3de6edddfa6b4d36af726b8240b60cd8","Accor - new york","3","1","2023-01-20 16:28:04.89","2023-01-24 11:00:00","294"
"70398-908f31800a5949558888476a5907d295","Crowne Plaza - philadelphia","15","1","2023-02-04 11:00:00","2023-02-19 11:00:00","421"
"70439-ac00544d26d8444c8c4aa4607253f04c","Four Seasons - san antonio","2","2","2023-01-19 19:09:44.64","2023-01-22 11:00:00","312"
"70543-2b79dba2fd644e9c977d72cfe6769a47","InterContinental  - new york","4","2","2023-01-16 11:00:00","2023-01-20 11:00:00","135"
"70589-54c41fa125bd48b39fc2cf937bb32cea","Extended Stay  - san antonio","4","1","2023-01-19 12:10:12.72","2023-01-24 11:00:00","150"
"70611-3854d1782ea149b79adef0a9c49894e8","Marriott  - toronto","1","2","2023-01-19 10:01:24.015","2023-01-20 11:00:00","195"
"70635-2f21502d3828439ca06d775458879e1b","Rosewood - toronto","4","1","2023-01-18 11:00:00","2023-01-22 11:00:00","106"
"70915-8247dae7c18e4c26aa9c4e9efcfd14ea","Radisson  - new york","2","1","2023-01-25 14:43:38.55","2023-01-28 11:00:00","149"
"70974-3d27a5727ec84e7baf495079a7109c78","InterContinental  - charlotte","6","1","2023-01-17 16:27:47.97","2023-01-24 11:00:00","73"
"71015-5a940b1cb8864c29ba6c26d27e549dcb","InterContinental  - dallas","7","1","2023-01-20 11:24:25.425","2023-01-27 11:00:00","86"
"71171-2c26723cf7cf44309631cb525c4d8d8c","Radisson  - austin","1","2","2023-01-23 17:44:49.74","2023-01-25 11:00:00","88"
"71462-f46873fd329a4dfab229bafa963226d7","Crowne Plaza - dallas","2","2","2023-01-24 17:20:09.195","2023-01-27 11:00:00","91"
"71559-abe9efb91b634e6f961e998e591f6370","InterContinental  - houston","3","1","2023-01-17 12:18:18.675","2023-01-21 11:00:00","133"
"71678-0979ac24f9ce47ff898375cd451898fa","Extended Stay  - chicago","0","1","2023-01-17 10:29:50.1","2023-01-17 11:00:00","50"
"71746-a3baa0616ba54796b2f70a2c7d25626a","Best Western - fort worth","4","3","2023-01-22 15:40:03.63","2023-01-27 11:00:00","75"
"71845-5b7ffdc5b85849ddb284df1cd11aa8bf","Radisson  - nashville","3","1","2023-01-25 19:38:02.265","2023-01-29 11:00:00","163"
"71971-85bff0fac54040149b4cc722576da842","Extended Stay  - new york","0","1","2023-01-22 13:51:29.79","2023-01-23 11:00:00","157"
"71983-e6928c46ab5244b0840492f7b0712203","NH Hotel  - fort worth","9","1","2023-01-20 11:26:36.15","2023-01-29 11:00:00","336"
"72007-fa3cd0c40cf8441196f38673108fbbf0","Hilton - indianapolis","4","1","2023-01-20 17:37:12.9","2023-01-25 11:00:00","430"
"72024-239a9489013942c3bb54f522b25c406b","Choice Hotels - columbus","9","1","2023-07-01 16:37:14.97","2023-07-11 11:00:00","102"
"72071-99cbe4d23b4a4f4fb452ca3d204c573e","Choice Hotels - san francisco","1","2","2023-01-21 16:10:34.77","2023-01-23 11:00:00","145"
"72099-4d996a07b0474ad69a93dfe35bd1f80b","Marriott  - oklahoma city","8","1","2023-01-20 11:00:00","2023-01-28 11:00:00","73"
"72538-691bff6720784c5b9ccce6e8b927daf7","Wyndham - houston","4","2","2023-01-19 11:50:56.67","2023-01-23 11:00:00","203"
"72603-55c0a77ec8b6457e9a69913a782b30e8","Accor - chicago","4","1","2023-01-20 09:47:43.71","2023-01-24 11:00:00","191"
"72700-80658bb3d3674929a1ebdb9807728431","Four Seasons - san francisco","2","1","2023-01-24 14:32:02.715","2023-01-27 11:00:00","178"
"72968-3f25b4a5decd417fb9fa89745131d963","Starwood  - houston","5","4","2023-01-20 19:23:04.65","2023-01-26 11:00:00","73"
"73195-20ba344143524151a09662c5a3688e4f","Banyan Tree  - phoenix","3","1","2023-01-25 18:48:50.265","2023-01-29 11:00:00","154"
"73235-6bcab62a32604b658430dd62b5b8d035","Wyndham - montreal","8","1","2023-06-03 11:32:29.265","2023-06-11 11:00:00","73"
"73745-66e9b18927cd4bb4919a606a39696fb0","Best Western - toronto","0","1","2023-01-22 18:54:05.085","2023-01-23 11:00:00","342"
"73942-ae837cb2f2b041f0b075eeec05d904fe","Fairmont - columbus","3","1","2023-01-25 13:17:29.625","2023-01-29 11:00:00","260"
"74546-f61eeea6b1a24588b184d9569f9227be","Extended Stay  - new york","5","2","2023-01-16 11:00:00","2023-01-21 11:00:00","231"
"75006-797bd2068e30464db6ea5a7486ce08f9","Best Western - winnipeg","8","1","2023-01-18 19:22:37.335","2023-01-27 11:00:00","167"
"75041-d12329309cb34483ac353a3cedec1fb5","Choice Hotels - portland","2","1","2023-01-20 10:59:51.135","2023-01-22 11:00:00","105"
"76453-9bac2b7d63dc4edf88a78f9d081e1a4a","Conrad  - new york","1","3","2023-01-18 20:03:48.825","2023-01-20 11:00:00","74"
"76783-4eb54a79f4544253bf7f9109c309e4f0","Wyndham - phoenix","1","1","2023-01-19 11:35:11.175","2023-01-20 11:00:00","261"
"76942-883a4ad2cc664e1498335c85e3ae0a13","Starwood  - quebec","6","1","2023-01-20 10:02:11.4","2023-01-26 11:00:00","114"
"77248-0b9b5833d64a492e9b74a0a236a72112","Rosewood - phoenix","4","1","2023-02-02 11:00:00","2023-02-06 11:00:00","130"
"77549-7966dc9b06bd4542ab6d52e2dbdf277b","Choice Hotels - los angeles","1","1","2023-01-22 13:46:36.255","2023-01-24 11:00:00","119"
"77731-181157f1463a47208f7df45651722147","Radisson  - tucson","1","1","2023-01-19 13:55:42.555","2023-01-21 11:00:00","147"
"77881-14de077d62df450882dcd1145807e8e1","Starwood  - chicago","15","1","2023-01-29 13:30:52.155","2023-02-14 11:00:00","160"
"78048-ef171d5321604781bd2641fddfa92b9a","Fairmont - new york","3","1","2023-01-20 12:51:43.2","2023-01-24 11:00:00","84"
"78482-40f4016700794cdbbf6cf8bf0e7ef16d","Hilton - san antonio","4","3","2023-01-20 20:04:25.725","2023-01-25 11:00:00","135"
"78582-451ed466b7bd40fc8f4a562036a80d51","Banyan Tree  - baltimore","6","1","2023-02-07 11:00:00","2023-02-13 11:00:00","131"
"79127-377e41f5f9384ac095ced44cb7357d2a","Accor - new york","3","1","2023-01-18 14:52:12.585","2023-01-22 11:00:00","242"
"79170-0d1a5139b4b04054a859c7e15c48a6ef","Extended Stay  - san antonio","4","1","2023-01-22 13:01:13.17","2023-01-27 11:00:00","87"
"79189-ebf6336de1154b819587d24dfefdba2a","Choice Hotels - detroit","1","1","2023-01-19 11:38:43.89","2023-01-20 11:00:00","142"
"79499-ee3c4d623ee046f9a3f0bf8662c3eadf","Choice Hotels - baltimore","0","1","2023-01-20 15:51:38.43","2023-01-21 11:00:00","135"
"79735-54d595d8f6224839b835b6ca6552d507","Accor - new york","4","2","2023-01-21 16:46:41.16","2023-01-26 11:00:00","304"
"79764-9311eb64c0724ddd82624e3cde557d3a","Hilton - new york","1","2","2023-01-20 18:13:57.315","2023-01-22 11:00:00","124"
"79985-f10bfdd6c71e49e99cb062fed0589c97","Marriott  - denver","1","1","2023-01-22 17:14:57.525","2023-01-24 11:00:00","95"
"80081-cb2f99102f634728ba51adc8514da42d","Banyan Tree  - phoenix","2","1","2023-01-27 10:47:45.735","2023-01-29 11:00:00","49"
"80105-c9a522c2f969454c9dc2aba1a2b51be7","Banyan Tree  - hamilton","2","1","2023-01-21 09:54:51.615","2023-01-23 11:00:00","391"
"80461-a3f47b066421435e8e26977f1c50d54a","Hilton - charlotte","1","1","2023-01-20 14:05:17.385","2023-01-22 11:00:00","105"
"81694-7b6d06bb700c40c388786ff669bfdd84","Hilton - new york","0","1","2023-01-22 13:52:12.585","2023-01-23 11:00:00","272"
"81739-707616b1d5f24780bbf46941dc2ed968","Banyan Tree  - fresno","2","2","2023-01-18 11:42:25.47","2023-01-20 11:00:00","189"
"81772-8154ceae064b4057a2b9a8aff7c37bb2","NH Hotel  - new york","5","1","2023-01-19 19:20:02.715","2023-01-25 11:00:00","112"
"81785-df787bce57eb4154a4ba642c9bb59a47","Marriott  - new york","3","1","2023-01-19 11:00:00","2023-01-22 11:00:00","187"
"81975-bd7728dd182f4c1788d39a3cd52e360a","Hilton - toronto","3","1","2023-01-19 23:04:50.655","2023-01-23 11:00:00","80"
"82305-386f3f62df2649779aa806f9b0088134","Conrad  - memphis","1","1","2023-01-22 10:56:01.59","2023-01-23 11:00:00","147"
"82320-088756acfe564f52840136a5e7056be4","Accor - toronto","2","1","2023-01-19 21:32:13.29","2023-01-22 11:00:00","181"
"82533-22f813123b16497abf9f240725f28321","Radisson  - boston","3","1","2023-01-21 16:22:30.72","2023-01-25 11:00:00","118"
"82646-dce9b0bb6aab42af9f6be86136a4955e","Crowne Plaza - houston","8","1","2023-01-27 11:00:00","2023-02-04 11:00:00","80"
"82774-1e78c1fa03d6425cb556b8ec73be46ae","InterContinental  - edmonton","5","1","2023-01-19 20:21:59.895","2023-01-25 11:00:00","92"
"82821-5d73b1187b394b7fb7567550b937aa69","InterContinental  - philadelphia","4","1","2023-01-19 09:11:17.745","2023-01-23 11:00:00","48"
"83228-7b426b657941466f901b17e0f1f3d6bc","Hilton - toronto","2","1","2023-01-25 15:53:12.345","2023-01-28 11:00:00","298"
"83964-701e1a855e3449fea3718a8eac263921","Marriott  - new york","3","1","2023-01-21 12:11:18.825","2023-01-25 11:00:00","102"
"84005-e2ad206d19274877bc5db64e96136f01","Accor - san diego","2","1","2023-01-26 22:14:34.62","2023-01-29 11:00:00","178"
"84049-e24787b62e474d92863a74c55aa74996","Accor - nashville","2","1","2023-01-18 13:54:25.74","2023-01-21 11:00:00","81"
"84122-2f35742325c144aaa6c6c152c572a311","NH Hotel  - san jose","3","1","2023-01-22 12:47:02.265","2023-01-26 11:00:00","152"
"84241-657d37db53f7484281c062299a66e08b","Crowne Plaza - san antonio","4","1","2023-01-22 15:04:25.725","2023-01-27 11:00:00","138"
"84394-7676fcb3e93c4f4794468bfcf7598a73","Extended Stay  - calgary","2","1","2023-01-19 15:24:22.635","2023-01-22 11:00:00","166"
"84725-f2f0674a7a5c4595b18408a9483853f5","Rosewood - nashville","4","1","2023-01-18 16:32:13.965","2023-01-23 11:00:00","107"
"84829-3aedf88c755d48569876d44a350b2272","Hyatt - bangkok","11","1","2023-05-07 12:29:12.39","2023-05-19 11:00:00","152"
"84928-0ab1ff2471ef40a5af51df07b80ea869","Marriott  - new york","2","1","2023-01-17 19:01:15.015","2023-01-20 11:00:00","116"
"84939-3a699898cccb4c488fa52892bed63839","Hilton - dallas","0","1","2023-01-25 09:22:52.59","2023-01-25 11:00:00","178"
"85313-30a10bc5c2df478885151aa4929c9a0b","Marriott  - quebec","1","1","2023-01-21 10:45:58.77","2023-01-22 11:00:00","287"
"85452-360e54fe43c6464d8fe6b5c4b2dfa338","Radisson  - toronto","0","1","2023-01-16 21:11:38.31","2023-01-17 11:00:00","146"
"85669-609888d9f5d44ce9b4d3e8f2e4b32e41","Best Western - quebec","2","1","2023-01-19 11:00:00","2023-01-21 11:00:00","179"
"85766-d38cc302151545eeac06e910ca46340c","Fairmont - fresno","15","1","2023-04-09 01:33:54","2023-04-24 11:00:00","87"
"85868-a0c7a39f24f64f20988b3c2ca5575819","NH Hotel  - columbus","2","1","2023-01-21 09:35:36.375","2023-01-23 11:00:00","143"
"85945-0946903f5da64166b4331e76b92e99e0","Banyan Tree  - montreal","0","2","2023-01-19 19:01:28.965","2023-01-20 11:00:00","68"
"86306-7741e139d44d4ca49103f73a7a165e6e","Hilton - charlotte","1","3","2023-01-21 17:17:49.74","2023-01-23 11:00:00","334"
"86347-50e5c769201b4af0816f86efcf05887d","Shangri-La - toronto","5","1","2023-01-19 12:47:49.38","2023-01-25 11:00:00","169"
"86416-bd4d130a56e0453a82f465128f6ce4e7","Starwood  - hamilton","1","2","2023-01-27 12:06:41.535","2023-01-29 11:00:00","33"
"86619-49d5bb73477c4b8bb696eed9f0e7f993","Crowne Plaza - toronto","4","1","2023-01-22 13:23:44.385","2023-01-27 11:00:00","219"
"86838-69ad9256b22a4ddca38341ae09032df0","Shangri-La - portland","3","1","2023-01-20 15:55:24.465","2023-01-24 11:00:00","112"
"86987-cf67c2ad3a464273adbd714e1d0373cc","Radisson  - chicago","2","1","2023-01-19 12:55:46.56","2023-01-22 11:00:00","473"
"87070-7c565dcb13004a6188fdc243819ef450","Fairmont - los angeles","11","1","2023-01-17 11:00:00","2023-01-28 11:00:00","198"
"87080-6f4b29f5805e4f11857bdecd15a2c65a","Starwood  - san diego","3","4","2023-01-21 12:07:09.57","2023-01-25 11:00:00","149"
"87553-0e6c539f87f44a8b87ff68081ce79434","Crowne Plaza - philadelphia","1","1","2023-01-28 12:01:41.745","2023-01-30 11:00:00","219"
"87638-de294b5a5c9e4d5d9b023bec12ea6ddc","Wyndham - el paso","8","1","2023-01-25 11:00:00","2023-02-02 11:00:00","81"
"87879-e4a6f0bfe4164a64bd4174b2608abbef","Hyatt - new york","2","1","2023-01-19 16:58:03.945","2023-01-22 11:00:00","113"
"87939-073601d367e64638b3523d58f8ce7221","Banyan Tree  - san jose","3","1","2023-01-24 15:13:02.73","2023-01-28 11:00:00","202"
"87985-35025c471d9542be9b6184b00c5f4bdd","Accor - toronto","2","1","2023-01-21 12:30:28.125","2023-01-24 11:00:00","266"
"88071-6c7cb031267044558edf66e3cedad447","InterContinental  - portland","0","1","2023-01-20 13:34:49.935","2023-01-21 11:00:00","174"
"88115-f9294634e337467ea7dd96f5da4ede65","Wyndham - baltimore","2","1","2023-01-21 10:42:34.02","2023-01-23 11:00:00","185"
"88199-2815908cc1054a9193ba29bb3c45258b","Shangri-La - delhi","15","1","2023-07-02 00:27:57.33","2023-07-17 11:00:00","85"
"88463-81a19bea1d6d4d538a40d610ce503f47","Accor - seattle","2","1","2023-01-23 12:51:53.82","2023-01-26 11:00:00","165"
"88620-747c314e13b1487da1858c0a42f5c51e","Choice Hotels - san antonio","4","1","2023-01-16 12:30:10.26","2023-01-21 11:00:00","96"
"88824-6190d03a8f1d4ce8b8dc8b65e2b94f68","Wyndham - san antonio","1","1","2023-01-27 11:22:38.37","2023-01-28 11:00:00","196"
"89091-b5a1e87fcdc3430e94b47214ae4a9e66","Radisson  - hamilton","6","1","2023-01-20 20:11:07.44","2023-01-27 11:00:00","155"
"89797-3512e43a06b243ad8c45ef01c324a02b","InterContinental  - houston","1","1","2023-01-19 10:57:44.82","2023-01-20 11:00:00","333"
"90032-243adb212f904c84b1084273904f51eb","Hilton - san antonio","11","3","2023-01-25 11:00:00","2023-02-05 11:00:00","217"
"90408-0ce982d5a5ba463fbae832de959323e2","Conrad  - san jose","5","1","2023-01-20 12:16:40.935","2023-01-26 11:00:00","369"
"90609-f79c7edf3d074c18862071f6fce581bd","Aman Resorts - new york","2","1","2023-01-20 19:11:22.965","2023-01-23 11:00:00","123"
"90887-6f44987adf5b42fc9a5d8e79507cc5c2","Aman Resorts - new york","1","1","2023-01-19 11:40:15.87","2023-01-20 11:00:00","61"
"90940-b3828dfa58db4d2aa872d2f551bce734","Banyan Tree  - new york","4","1","2023-01-19 19:58:03.945","2023-01-24 11:00:00","76"
"91149-7e40dee573374771891410146b79be19","Wyndham - new york","1","1","2023-01-21 20:58:03.945","2023-01-23 11:00:00","205"
"91237-c6fbae18c5c24ccb837d81bfcede5081","InterContinental  - charlotte","31","2","2023-01-18 15:30:56.25","2023-02-19 11:00:00","106"
"91564-ddf908b1d4ae4bc6afda0b633f4a183f","Marriott  - calgary","1","1","2023-01-19 12:22:16.68","2023-01-21 11:00:00","131"
"91904-d63ebb3cf41740afae412634b5f0284b","Radisson  - portland","12","2","2023-04-07 19:30:31.23","2023-04-20 11:00:00","81"
"92360-44ecfb581cb249779028799681c00c8a","NH Hotel  - san antonio","13","1","2023-01-23 11:00:00","2023-02-05 11:00:00","108"
"92776-7a472f1e92b24705b5054fcb3a24a7b7","Marriott  - san antonio","6","1","2023-01-28 13:53:20.85","2023-02-04 11:00:00","116"
"92985-66f04ed9c5f647c6ae966f65ed1c9ccc","Aman Resorts - columbus","5","1","2023-01-20 13:17:06.18","2023-01-26 11:00:00","215"
"93018-697ab4aa7f0b462090e74725df7b1029","Shangri-La - indianapolis","2","1","2023-01-22 17:38:28.185","2023-01-25 11:00:00","221"
"93112-2a5d28a3e2ac45ffb843b138e75b1b8a","Starwood  - chicago","1","1","2023-01-19 13:38:07.575","2023-01-21 11:00:00","247"
"93228-ec0f06a7da3f4e89a0b6ab360ca0fee5","Shangri-La - philadelphia","1","1","2023-01-19 13:19:24.33","2023-01-21 11:00:00","247"
"93517-1bad629e07d4470fb19e72e6f3fbdf2a","Four Seasons - houston","1","1","2023-01-22 10:32:54.825","2023-01-23 11:00:00","93"
"93588-09efee6818dd4c6d982c206f4a5bec76","Crowne Plaza - san antonio","0","1","2023-01-24 10:55:45.75","2023-01-24 11:00:00","201"
"93860-b06e1fda8dde4438a528bb43661fb6c3","InterContinental  - oklahoma city","2","1","2023-01-24 13:22:57.855","2023-01-27 11:00:00","86"
"93989-702a221c67304384a31a6f07c08f7873","Conrad  - jacksonville","1","1","2023-01-22 13:11:51.54","2023-01-24 11:00:00","115"
"94697-bf3eb8fc59884a81848e1f4c5482df0a","Four Seasons - boston","2","1","2023-01-18 20:04:39.63","2023-01-21 11:00:00","377"
"94893-6921045141b849f6b817fac8c3630c41","Marriott  - louisville","2","2","2023-01-27 11:00:00","2023-01-29 11:00:00","69"
"94897-465dc791247147b3853314dd94f8fb23","Aman Resorts - toronto","9","1","2023-01-18 11:00:00","2023-01-27 11:00:00","173"
"95078-df6d7e6e3c564b8f914432b2d128a41b","Choice Hotels - chicago","7","1","2023-01-24 11:17:34.26","2023-01-31 11:00:00","263"
"95192-1432e6fd0b4245baafc49aa16e1ef572","InterContinental  - los angeles","8","1","2023-01-18 11:00:00","2023-01-26 11:00:00","210"
"95862-b6ca53a0e79948fdaa0f946c53887dc8","Crowne Plaza - phoenix","1","1","2023-01-19 15:35:11.175","2023-01-21 11:00:00","309"
"95957-820557f504cc4e08812c2011603b2b37","Starwood  - houston","5","1","2023-01-24 13:57:31.815","2023-01-30 11:00:00","130"
"96054-bf8b92dd1a654dcbb87e356dc5a623e9","Hyatt - indianapolis","2","1","2023-01-20 14:10:47.46","2023-01-23 11:00:00","185"
"96145-082b563cc4dc48888659190ac7bc380a","Shangri-La - new york","9","1","2023-01-27 11:00:00","2023-02-05 11:00:00","215"
"96149-57a5c53a1b94462591a3e187e4f5483d","Extended Stay  - edmonton","1","1","2023-01-22 13:04:33.06","2023-01-24 11:00:00","119"
"96568-7532ae5aeda541609bace308b4daf17e","Crowne Plaza - san antonio","3","1","2023-01-26 14:28:20.19","2023-01-30 11:00:00","109"
"96635-82f1d352222743d2ac08e945cfafee77","Shangri-La - ottawa","0","1","2023-01-17 18:25:41.88","2023-01-18 11:00:00","85"
"96808-c8249c6e8c6f4e13b44263e5a6f9601f","Best Western - new york","3","1","2023-01-21 11:09:06.435","2023-01-24 11:00:00","98"
"96886-658f2482527344ce9c95fee8a32acb3e","Crowne Plaza - houston","3","1","2023-01-19 17:51:43.2","2023-01-23 11:00:00","89"
"97061-a1ef289ee0bb41febcd83cb5334b4481","Choice Hotels - phoenix","1","1","2023-01-19 11:34:34.185","2023-01-20 11:00:00","228"
"97560-443f855f1d3642cd8a83fa38057356f7","Starwood  - dublin","9","2","2023-05-07 08:13:43.68","2023-05-16 11:00:00","340"
"97661-281a676485854651ba3a5ab3cc42d072","Marriott  - seattle","0","2","2023-01-23 13:46:13.665","2023-01-24 11:00:00","183"
"97837-3adcd1f4dac248f291c5552a0b000e92","Choice Hotels - austin","1","1","2023-01-22 13:44:49.74","2023-01-24 11:00:00","114"
"97979-112e675215a148519a99417a8442a77a","Four Seasons - baltimore","16","2","2023-01-16 11:00:00","2023-02-01 11:00:00","262"
"98171-5ecab209b3544c958f24796cafa1ca55","Radisson  - bangkok","15","1","2023-06-03 17:29:33.675","2023-06-19 11:00:00","218"
"98176-0b27554689084e299c31a3165dae6b08","Shangri-La - chicago","1","1","2023-01-21 10:50:25.845","2023-01-22 11:00:00","188"
"98473-5c532027eaf0437b926e210df081751b","Wyndham - dallas","11","2","2023-06-03 15:36:00.765","2023-06-15 11:00:00","192"
"98551-f73810786f0a4ab8a16d938da8446726","NH Hotel  - toronto","7","1","2023-02-05 11:00:00","2023-02-12 11:00:00","270"
"98788-cdc3d3a117f14ccbb62bc9588dd5e024","Extended Stay  - ottawa","4","1","2023-01-25 11:00:00","2023-01-29 11:00:00","193"
"98893-599fb808c8744512b650a398957474b1","Banyan Tree  - edmonton","18","2","2023-01-21 11:00:00","2023-02-08 11:00:00","144"
"99014-7c4523dea1644563af9d07d90aca057c","Rosewood - quebec","4","1","2023-01-22 09:42:13.95","2023-01-26 11:00:00","510"
"99079-180a68c0bd27471291de15549f2938a0","Best Western - milwaukee","3","1","2023-01-21 09:39:29.115","2023-01-24 11:00:00","303"
"99178-5a512e7caa464430b5e7516e66508a50","Crowne Plaza - milwaukee","4","1","2023-01-22 12:01:24.15","2023-01-27 11:00:00","218"
"99277-72dff50ba32149bda30856bddd639e0c","Shangri-La - jacksonville","3","1","2023-02-02 11:00:00","2023-02-05 11:00:00","269"
"99577-e04dfc69de574879aaf104ef155b3f5a","Radisson  - charlotte","1","1","2023-01-20 16:05:37.23","2023-01-22 11:00:00","457"
"99902-2db908c00d904b0bb6156f1ae17ebd37","Rosewood - edmonton","12","1","2023-01-21 11:57:36.225","2023-02-02 11:00:00","125"
"100101-585959c0e6924c458a610f8994c01685","Radisson  - los angeles","3","1","2023-01-24 19:22:02.73","2023-01-28 11:00:00","291"
"100225-c8efb6f5d80c430685ae17f893ceea08","Banyan Tree  - calgary","1","1","2023-01-20 11:04:13.44","2023-01-21 11:00:00","75"
"100533-d1af12c308344875981df06e4dd046ca","Rosewood - vancouver","4","1","2023-01-23 18:36:39.69","2023-01-28 11:00:00","46"
"100846-04548a60ef54481483d26a7d17c4731d","NH Hotel  - memphis","4","2","2023-01-20 10:05:48.39","2023-01-24 11:00:00","118"
"100884-9c230cd5b976493fa8cdcd056cbdb370","Aman Resorts - toronto","3","1","2023-01-23 11:15:01.17","2023-01-26 11:00:00","1017"
"100975-9e4a6aeaea3243d8b32ce0a448d9f538","Hilton - fresno","1","1","2023-01-19 14:01:41.925","2023-01-21 11:00:00","179"
"101015-65ee0ab632e042a7ad7641b671f05a54","Four Seasons - detroit","1","1","2023-01-23 10:40:34.995","2023-01-24 11:00:00","146"
"101043-c9bee32b2d9a44acb5fe0b9e09893280","Banyan Tree  - new york","10","2","2023-01-24 11:00:00","2023-02-03 11:00:00","68"
"101325-b9a5fb003df146d2aaacd82eb5a282ac","Rosewood - new york","4","1","2023-01-22 13:46:41.16","2023-01-27 11:00:00","78"
"101491-8b4f952fcb834247b7b331cba6cd4862","NH Hotel  - las vegas","3","2","2023-01-19 11:00:00","2023-01-22 11:00:00","120"
"101641-a6edaa6ec9c94b3796174fe369062b17","Hilton - san jose","1","1","2023-01-22 09:39:06.435","2023-01-23 11:00:00","309"
"101671-0683661739d24d75b807b8ba4648b33e","Radisson  - ottawa","7","1","2023-01-20 16:52:55.875","2023-01-28 11:00:00","74"
"101850-af8be89bd5d94db8a280734d4670f5fc","Fairmont - toronto","1","1","2023-01-22 19:23:44.385","2023-01-24 11:00:00","273"
"102050-a9a40c46637848eb85ff28bfcd4317cd","Conrad  - edmonton","5","3","2023-01-18 15:28:49.485","2023-01-24 11:00:00","94"
"102141-222de2697afe4e2aaac68ad2c94372a5","Radisson  - new york","0","1","2023-01-23 09:44:08.655","2023-01-23 11:00:00","179"
"102350-54cf3cf40041439f9c81c79d48859c46","Shangri-La - new york","2","1","2023-01-21 10:56:12.885","2023-01-23 11:00:00","118"
"102399-47a075ea4432441ab139b02caf3e4541","Fairmont - new york","12","2","2023-01-16 11:00:00","2023-01-28 11:00:00","127"
"102518-3a851386c5654ca781d0be96aba53858","Shangri-La - dallas","5","1","2023-01-24 11:28:05.925","2023-01-29 11:00:00","84"
"102592-d30d129399b84d559047e4b474a055dd","NH Hotel  - toronto","2","1","2023-01-20 10:12:49.365","2023-01-22 11:00:00","80"
"103026-d32e39eb485e4282a5bdbfaf9a85c587","Crowne Plaza - hamilton","1","1","2023-01-19 13:12:04.095","2023-01-21 11:00:00","48"
"103135-0dae748a263e46fd959442c91bcd1a90","Shangri-La - new york","4","2","2023-01-20 17:51:22.5","2023-01-25 11:00:00","268"
"103567-50fd84a748e849fa9c7e4b8ee33efedb","Starwood  - jacksonville","8","1","2023-01-25 10:40:41.835","2023-02-02 11:00:00","175"
"103609-d974161e0e0b4303bd23f7dd195597ad","Best Western - new york","5","1","2023-01-15 11:00:00","2023-01-20 11:00:00","284"
