"user_id","gender","age","married","has_children","actual_trips","avg_click","session_count","num_flights","avg_time_btw_booking_departure","avg_checked_baggage","frequency_of_discount_flight","frequency_hotel_discount","booked_seats","total_rooms","total_nights","hotel_booking_count","total_flight_price","total_hotel_price","rfm_recency","rfm_frequency","monetary_value","rfm_frequency_quartile","rfm_recency_quartile","rfm_monetary_quartile","rfm_rank","user_type","perks"
"442812","F","55","true","true","1","10.50","8","0","0","0.00","8","0","0","1","10","1","0","85","76","8","85","3","3","4","4","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"442819","F","71","true","false","1","9.50","8","2","1","1.00","8","0","1","1","1","1","714.69","85","71","8","799.69","3","3","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"442833","F","39","true","false","4","16.50","8","8","3","0.25","8","0","5","5","4","4","2566.24","961","55","8","3527.24","4","2","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"443305","F","21","false","false","1","11.50","8","2","1","1.00","8","0","1","1","3","1","206.2","145","52","8","351.2","3","2","4","4","Gold Members","Young and Free - Flight Only (Priority boarding)"
"443453","F","37","false","false","4","18.00","8","8","3","0.25","8","1","4","4","3","4","1550.66","667.3","53","8","2071.922","1","2","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"443598","F","43","false","false","2","11.63","8","4","3","0.50","8","1","2","2","9","2","2367.08","378.55","73","8","2636.004","4","3","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"443652","F","30","false","false","4","16.13","8","7","3","1.00","8","0","5","5","11","4","1559.84","476","38","8","2035.84","1","1","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"444387","F","46","true","false","3","14.38","8","6","48","0.33","8","0","4","2","0","3","1398.00","168","54","8","1566.00","2","2","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"444885","F","33","true","false","1","17.13","8","2","1","2.00","8","0","1","1","3","1","469.48","111","43","8","580.48","3","1","4","4","Gold Members","Couple Explorers - Flight Only (Couple seating preference)"
"445351","F","53","true","true","4","14.13","8","8","2","0.00","8","1","4","3","11","4","962.11","305.4","43","8","1267.51","2","1","3","3","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"445515","F","40","false","false","2","15.13","8","4","2","0.50","8","0","2","2","4","2","1370.94","342","55","8","1712.94","2","2","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"446124","F","45","false","false","5","18.00","8","10","4","0.60","8","1","5","5","13","5","1810.02","955.8","70","8","2765.82","4","3","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"446138","F","39","true","false","3","48.13","8","6","3","0.00","8","1","3","2","16","2","601.23","435.80","51","8","1018.803","2","2","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"446473","F","49","true","false","3","15.38","8","6","2","0.67","8","2","3","2","2","3","1375.89","438.1","46","8","1813.99","2","1","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"446933","M","47","false","false","4","20.50","8","8","2","0.50","8","0","5","5","6","4","1259.52","473","66","8","1486.7815","2","3","2","2","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"447053","F","37","false","true","2","17.88","8","4","2","0.50","8","0","2","2","5","2","884.74","144","70","8","1028.74","2","3","3","3","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"447591","M","22","false","false","1","18.00","8","2","1","0.00","8","0","1","1","1","1","245.0","229","102","8","474.0","3","4","4","4","Silver Members","Young and Free - Hotel&Flight (20% hotel discount)"
"447737","F","42","false","false","3","14.75","8","6","3","1.00","8","1","4","3","2","3","2087.05","76.6","141","8","2163.65","1","4","1","1","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"447951","F","42","false","false","2","23.63","8","4","2","0.50","8","0","2","2","3","2","186.41","536","169","8","722.41","3","4","3","3","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"448025","F","29","false","false","1","11.88","8","2","1","0.00","8","0","1","1","4","1","147.12","152","40","8","299.12","3","1","4","4","Gold Members","Young and Free - Flight Only (Priority boarding)"
"448154","F","56","false","false","2","16.75","8","4","2","0.00","8","0","6","2","7","2","2833.60","129","150","8","2962.60","4","4","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"448295","M","51","true","false","2","16.75","8","4","1","0.50","8","0","2","2","2","2","526.45","444","69","8","970.45","3","3","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"448467","F","38","false","false","2","12.67","9","0","0","0.00","9","1","0","2","19","2","0","516.70","99","9","516.70","1","4","4","4","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"448564","F","49","false","false","5","22.50","8","7","3","0.50","8","1","4","5","10","5","1576.77","646.20","103","8","2222.97","4","4","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"449033","F","41","false","false","5","29.56","9","10","4","1.00","9","0","5","5","11","5","1467.92","625","100","9","2092.92","1","4","1","1","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"449326","F","39","false","false","2","26.75","8","4","2","0.50","8","0","2","2","7","2","1293.06","195","60","8","1488.06","2","2","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"449619","F","35","false","false","3","18.75","8","6","2","1.00","8","1","3","3","16","3","1046.53","433.00","65","8","1479.53","2","3","2","2","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"449804","F","42","true","false","3","16.88","8","6","2","1.00","8","0","3","3","5","3","1443.41","679","59","8","2122.41","1","2","1","1","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"449980","F","18","false","false","1","15.13","8","4","31","0.00","8","0","2","0","0","0","449.54","0","86","8","427.063","3","3","4","4","Silver Members","Young and Free - Hotel&Flight (20% hotel discount)"
"450164","F","37","true","false","4","24.38","8","8","3","0.50","8","0","6","6","13","4","1393.51","448","39","8","1841.51","2","1","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"450193","F","35","false","false","2","19.88","8","4","2","0.50","8","0","2","2","15","2","1124.47","538","73","8","1600.793","2","3","2","2","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"450305","F","39","false","false","3","17.38","8","4","1","0.50","8","1","2","3","11","3","386.72","424.6","81","8","779.9055","3","3","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"450615","F","44","false","false","4","17.38","8","8","4","0.75","8","0","5","3","15","4","1225.00","308","45","8","1514.055","2","1","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"451291","F","54","true","false","4","16.22","9","8","31","0.50","9","1","5","1","1","4","3738.36","182","122","9","3504.2270","1","4","1","1","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"451674","F","24","false","true","0","10.33","9","0","0","0.00","9","0","0","0","0","0","0","0","40","9","0","1","1","4","4","Basic Members (No Bookings)","30% first timer welcome discount"
"452034","F","50","false","false","3","42.88","8","7","54","0.33","8","0","3","1","5","1","2600.69","314","85","8","2914.69","4","3","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"452532","F","33","false","false","3","44.38","8","8","3","1.00","8","0","4","0","0","2","1853.57","0","55","8","1754.2275","2","2","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"452594","F","44","false","true","4","22.63","8","6","3","0.33","8","0","3","5","21","4","1055.03","609","63","8","1634.881","2","2","2","2","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"452612","F","43","true","true","2","34.88","8","6","4","1.33","8","0","3","1","4","1","1472.51","148","54","8","1620.51","2","2","2","2","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"453143","F","46","false","false","5","16.88","8","7","4","0.75","8","1","4","5","15","5","1704.40","849.3","63","8","2553.70","4","2","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"453168","F","46","true","false","4","13.78","9","7","2","0.50","9","0","4","3","9","4","1361.85","230","44","9","1556.442","1","1","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"454264","F","49","false","true","1","18.63","8","2","0","0.00","8","0","1","0","0","1","733.54","0","143","8","733.54","3","4","3","3","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"454430","F","38","true","false","3","14.75","8","4","2","0.00","8","1","5","6","7","3","2499.19","513.5","80","8","3012.69","4","3","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"454616","F","45","true","false","1","13.50","8","2","1","0.00","8","0","1","1","2","1","495.69","403","73","8","898.69","3","3","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"454661","F","46","false","false","3","15.88","8","6","2","0.33","8","0","3","3","4","3","1069.73","639","109","8","1640.2985","2","4","2","2","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"454920","F","38","true","false","5","16.75","8","9","6","0.60","8","0","8","8","19","5","5039.20","755","63","8","5660.37","4","2","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"454934","F","42","true","false","3","26.88","8","8","3","1.25","8","0","4","2","5","2","1047.98","237","73","8","1284.98","2","3","3","3","Gold Members","Couple Explorers - Flight Only (Couple seating preference)"
"454955","F","51","true","false","1","10.25","8","2","2","1.00","8","0","1","1","3","1","481.34","268","48","8","749.34","3","1","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"456226","F","48","false","false","5","16.25","8","10","32","1.00","8","0","6","4","17","5","6023.45","449","50","8","6472.45","4","2","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"456318","F","30","false","false","1","15.00","8","2","1","0.00","8","0","1","1","2","1","347.66","151","105","8","498.66","3","4","4","4","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"456663","F","37","true","true","2","10.22","9","4","2","1.50","9","0","2","2","4","2","855.39","372","42","9","1184.981","1","1","3","3","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"456671","F","38","false","false","1","13.63","8","2","1","2.00","8","0","1","1","1","1","392.49","160","60","8","552.49","3","2","4","4","Gold Members","30% first timer welcome discount"
"457468","F","40","true","false","4","18.25","8","4","2","2.00","8","0","4","6","18","4","366.94","559","76","8","852.5325","3","3","3","3","Gold Members","Couple Explorers - Flight Only (Couple seating preference)"
"457599","F","39","true","false","5","18.75","8","7","3","0.50","8","2","4","4","10","5","882.92","968.50","66","8","1833.3645","2","3","2","2","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"457967","F","21","false","false","0","12.25","8","0","0","0.00","8","0","0","0","0","0","0","0","78","8","0","4","3","4","4","Basic Members (No Bookings)","30% first timer welcome discount"
"458479","F","45","false","false","4","85.63","8","10","3","0.60","8","0","5","2","14","2","1363.72","404","58","8","1709.641","2","2","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"458688","F","43","false","false","2","26.56","9","4","2","0.00","9","0","2","1","10","2","127.68","238","45","9","343.342","1","1","4","4","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"458725","F","17","false","false","0","8.13","8","0","0","0.00","8","0","0","0","0","0","0","0","86","8","0","4","3","4","4","Basic Members (No Bookings)","30% first timer welcome discount"
"458762","F","40","true","true","4","12.22","9","6","2","1.00","9","0","3","1","5","4","720.72","85","65","9","805.72","1","3","3","3","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"458814","F","32","false","false","4","14.00","8","5","3","0.00","8","1","5","5","13","4","649.64","531","117","8","1142.879","2","4","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"458855","F","30","true","true","2","16.44","9","4","1","0.50","9","1","3","3","3","2","830.66","260.4","42","9","1091.06","1","1","3","3","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"458919","F","37","false","false","2","16.88","8","4","1","1.50","8","0","2","2","1","2","1336.23","298","88","8","1634.23","2","4","2","2","Gold Members","30% first timer welcome discount"
"459229","F","42","true","false","4","12.38","8","8","3","0.50","8","1","7","6","19","4","3546.19","458.0","124","8","3971.9440","4","4","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"459486","F","29","false","false","2","13.89","9","4","2","0.50","9","0","2","1","3","2","881.19","275","67","9","1156.19","1","3","3","3","Platinum Members","Young and Free - Hotel Only (10% hotel discount)"
"459645","F","30","false","false","1","11.44","9","2","1","1.00","9","0","2","2","5","1","695.78","119","143","9","814.78","1","4","3","3","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"460072","M","49","false","false","2","16.75","8","2","1","0.00","8","1","1","2","7","2","335.73","634.10","74","8","969.83","3","3","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"460181","F","66","true","false","2","12.13","8","2","1","0.00","8","0","1","3","10","2","223.42","386","99","8","598.2490","3","4","4","4","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"460553","F","55","true","true","3","31.50","8","2","1","1.00","8","0","1","3","26","3","513.07","365","72","8","878.07","3","3","3","3","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"460625","F","46","true","true","5","29.33","9","7","2","0.33","9","1","3","5","27","4","898.03","530.80","60","9","1407.7970","1","2","2","2","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"461559","F","32","false","false","4","21.00","8","8","3","0.50","8","2","4","3","11","4","1155.87","307.9","42","8","1463.77","2","1","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"461744","F","31","false","false","2","12.00","9","2","1","0.00","9","0","1","2","8","2","201.15","249","145","9","450.15","1","4","4","4","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"461791","F","50","true","true","3","12.22","9","6","3","0.33","9","1","5","2","5","3","1456.80","575","70","9","1870.702","1","3","2","2","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"462127","F","41","true","false","2","25.25","8","4","2","0.50","8","0","2","1","1","2","859.90","112","45","8","971.90","3","1","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"462456","F","40","false","true","5","17.63","8","10","6","0.20","8","0","6","3","2","5","1258.87","323","69","8","1527.8565","2","3","2","2","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"462894","F","51","false","false","1","15.11","9","2","1","1.00","9","0","1","0","0","1","490.43","0","79","9","490.43","1","3","4","4","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"463652","F","38","true","false","1","10.38","8","1","1","1.00","8","1","1","1","0","1","206.62","144.40","88","8","351.02","3","4","4","4","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"463698","F","37","false","false","4","18.13","8","8","4","0.00","8","1","4","4","8","4","782.05","452.55","39","8","1234.60","2","1","3","3","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"463783","F","50","false","false","4","9.56","9","6","2","0.67","9","0","3","2","9","4","917.47","738","73","9","1655.47","1","3","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"463867","F","31","false","false","2","15.63","8","4","2","1.00","8","0","2","2","2","2","501.51","275","39","8","776.51","3","1","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"463910","F","44","false","false","5","18.75","8","10","6","0.80","8","0","6","6","9","5","2640.44","726","97","8","3366.44","4","4","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"464080","F","71","true","false","1","14.75","8","2","1","2.00","8","0","1","1","5","1","126.7","120","77","8","246.7","3","3","4","4","Silver Members","Single Senior Citizens - Hotel&Flight (20% discount on hotel and flights)"
"464160","F","49","true","true","2","6.88","8","2","1","1.00","8","0","1","2","17","2","705.31","271","56","8","905.779","3","2","3","3","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"464239","F","49","false","false","3","17.88","8","6","2","0.33","8","0","3","3","7","3","825.05","441","38","8","1266.05","2","1","3","3","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"464542","F","25","false","true","1","17.63","8","2","1","0.00","8","0","1","1","1","1","680.4","166","47","8","846.4","3","1","3","3","Gold Members","30% first timer welcome discount"
"464597","F","59","true","true","1","7.50","8","0","0","0.00","8","0","0","3","9","1","0","227","75","8","227","3","3","4","4","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"464614","F","38","false","false","4","49.00","8","7","2","0.67","8","0","3","3","8","3","1395.18","363","132","8","1727.7290","2","4","2","2","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"464673","M","50","true","true","4","15.50","8","6","3","1.00","8","0","6","5","10","4","1208.18","386","52","8","1566.9985","2","2","2","2","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"464782","F","48","true","true","2","12.00","8","2","0","0.00","8","0","1","2","4","2","52.17","226","68","8","278.17","3","3","4","4","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"464855","F","29","false","true","2","29.25","8","6","46","1.00","8","0","5","1","6","1","9546.77","176","48","8","9653.387","4","1","1","1","Silver Members","30% first timer welcome discount"
"465138","F","37","false","false","4","19.13","8","8","3","0.75","8","0","4","4","8","4","845.97","838","101","8","1683.97","2","4","2","2","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"465343","F","53","true","true","2","13.63","8","4","2","1.00","8","0","3","3","6","2","1728.59","639","92","8","2348.7885","4","4","1","1","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"465531","F","34","true","false","2","12.25","8","4","2","0.00","8","0","2","2","7","2","405.71","219","56","8","624.71","3","2","4","4","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"465568","F","50","true","true","1","11.25","8","0","0","0.00","8","1","0","1","3","1","0","175.2","42","8","175.2","3","1","4","4","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"465731","F","56","false","false","3","46.25","8","8","3","0.00","8","0","4","2","10","2","2291.62","348","37","8","2639.62","4","1","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"466205","F","39","true","true","4","14.00","8","4","2","1.00","8","0","2","4","21","4","1349.86","557","41","8","1906.86","1","1","2","2","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"466342","M","17","false","false","2","8.13","8","0","0","0.00","8","1","0","3","24","2","0","340.05","72","8","340.05","3","3","4","4","Silver Members","Young and Free - Hotel&Flight (20% hotel discount)"
"466723","F","40","true","false","4","28.38","8","10","4","0.00","8","0","5","3","7","3","1693.13","572","60","8","2237.7855","4","2","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"467007","M","49","true","true","4","16.63","8","6","23","2.00","8","1","7","3","11","4","10962.01","420","83","8","11307.623","4","3","1","1","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"467092","F","18","false","true","1","35.13","8","4","42","0.00","8","0","2","0","0","0","902.06","0","65","8","902.06","3","3","3","3","Gold Members","30% first timer welcome discount"
"467339","F","43","false","true","3","11.13","8","5","2","1.33","8","0","4","3","5","3","566.14","202","45","8","768.14","3","1","3","3","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"467809","F","47","false","true","3","13.13","8","6","3","0.33","8","2","3","3","3","3","1359.97","439.1","63","8","1799.07","2","2","2","2","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"467892","F","32","false","false","5","27.00","8","10","4","0.00","8","1","7","4","9","4","3021.19","718.2","93","8","3739.39","4","4","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"468106","F","45","false","false","4","20.50","8","8","4","0.00","8","1","5","3","5","4","2010.38","163.35","39","8","2173.73","1","1","1","1","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"468370","F","33","false","false","4","21.25","8","4","2","0.50","8","0","2","4","18","4","162.40","393","57","8","555.40","3","2","4","4","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"468409","F","49","true","false","5","38.63","8","10","3","0.60","8","0","6","4","12","4","2085.04","647","57","8","2693.030","4","2","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"468666","F","43","false","true","3","17.70","10","6","2","0.33","10","1","3","3","3","3","1156.34","316.35","78","10","1305.4675","1","3","2","2","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"468801","F","44","true","true","3","12.63","8","6","2","0.33","8","0","3","2","4","3","1078.98","393","67","8","1410.6320","2","3","2","2","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"468808","F","46","false","true","4","16.88","8","8","4","0.50","8","0","4","3","6","4","1906.24","532","60","8","2352.9260","4","2","1","1","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"468832","F","37","true","false","5","26.88","8","10","54","0.80","8","0","7","4","16","4","1708.60","549","56","8","2257.60","4","2","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"469237","F","17","false","true","1","11.25","8","0","0","0.00","8","0","0","2","3","1","0","256","56","8","256","3","2","4","4","Gold Members","30% first timer welcome discount"
"469418","F","25","true","true","0","9.38","8","0","0","0.00","8","0","0","0","0","0","0","0","58","8","0","4","2","4","4","Basic Members (No Bookings)","30% first timer welcome discount"
"469440","F","44","true","true","4","32.50","8","7","3","0.33","8","0","3","2","3","3","1032.58","349","57","8","1381.58","2","2","2","2","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"469464","F","46","true","false","4","11.50","8","4","2","1.50","8","1","4","5","14","4","1208.38","314.15","75","8","1522.53","2","3","2","2","Gold Members","Couple Explorers - Flight Only (Couple seating preference)"
"469699","F","54","true","true","2","18.56","9","1","1","2.00","9","0","1","2","5","2","94.0","330","72","9","424.0","1","3","4","4","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"469767","F","48","true","false","4","27.50","8","7","3","0.75","8","0","5","5","8","4","1603.58","696","45","8","2299.58","4","1","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"469824","F","51","false","false","3","18.25","8","4","2","1.00","8","1","2","4","15","3","190.25","250.5","64","8","440.75","3","3","4","4","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"471077","F","57","true","false","6","19.63","8","12","6","0.50","8","0","6","5","5","6","1955.00","925","38","8","2711.0985","4","1","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"471161","F","41","false","false","2","16.63","8","4","2","1.50","8","1","3","3","3","2","1133.43","139.60","39","8","1218.966","2","1","3","3","Platinum Members","30% first timer welcome discount"
"471186","F","50","true","false","2","15.50","8","4","1","0.00","8","1","2","2","1","2","1178.48","246.8","49","8","1425.28","2","2","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"471500","F","27","false","true","3","12.38","8","2","1","0.00","8","1","1","3","17","3","250.81","601.2","77","8","852.01","3","3","3","3","Gold Members","30% first timer welcome discount"
"471565","F","30","false","true","2","10.75","8","2","1","1.00","8","0","1","2","14","2","194.76","269","120","8","463.76","3","4","4","4","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"471649","F","48","true","true","1","9.63","8","0","0","0.00","8","0","0","1","4","1","0","24","79","8","24","4","3","4","4","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"471687","F","41","true","false","4","21.67","9","7","4","0.50","9","0","5","5","8","4","1691.71","897","50","9","2588.71","1","2","1","1","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"471717","F","46","true","true","3","13.88","8","6","2","0.33","8","0","3","3","4","3","764.47","629","106","8","1393.47","2","4","2","2","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"471935","F","48","true","false","3","24.22","9","4","1","0.00","9","0","3","4","5","3","1307.37","603","63","9","1910.37","1","2","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"471946","F","45","true","true","1","13.38","8","0","0","0.00","8","0","0","1","3","1","0","94","46","8","94","3","1","4","4","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"471973","F","36","false","true","0","8.38","8","0","0","0.00","8","0","0","0","0","0","0","0","124","8","0","4","4","4","4","Basic Members (No Bookings)","30% first timer welcome discount"
"472394","F","42","false","false","2","15.00","8","2","1","1.00","8","0","1","2","10","2","377.85","539","99","8","916.85","3","4","3","3","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"472446","F","17","false","false","2","21.50","8","4","29","0.00","8","0","2","1","1","2","205.27","420","83","8","625.27","3","3","4","4","Silver Members","Young and Free - Hotel&Flight (20% hotel discount)"
"472614","F","39","false","false","2","19.13","8","4","2","0.50","8","0","2","2","3","2","782.54","522","68","8","1293.725","2","3","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"472713","F","41","true","true","4","18.78","9","8","21","1.00","9","1","5","4","11","4","1171.76","837.25","73","9","2009.01","1","3","2","2","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"472785","M","46","false","false","3","12.63","8","6","2","0.67","8","0","3","2","5","3","1026.82","446","61","8","1457.1770","2","2","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"472966","F","37","true","false","2","12.00","9","3","2","0.00","9","0","2","2","2","2","722.92","449","38","9","1171.92","1","1","3","3","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"473332","F","50","true","false","4","16.88","8","6","2","0.33","8","3","3","3","12","4","1793.63","561.20","108","8","2288.316","4","4","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"473343","F","48","true","false","3","19.63","8","6","2","1.00","8","0","4","4","6","3","885.02","454","45","8","1339.02","2","1","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"473402","F","42","true","false","3","28.25","8","8","86","1.25","8","0","7","3","6","2","2593.79","193","82","8","2786.79","4","3","1","1","Silver Members","Couple Explorers - Hotel&Flight(Free cinema voucher for couples)"
"473467","F","43","true","false","4","25.67","9","6","24","0.67","9","2","4","4","7","4","1751.96","534.3","44","9","2286.26","1","1","1","1","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"473568","F","49","true","true","1","11.88","8","2","1","1.00","8","0","1","1","1","1","582.32","271","45","8","795.088","3","1","3","3","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"473712","F","46","false","false","6","24.50","8","10","4","0.40","8","0","5","5","13","6","1539.09","662","42","8","2073.1975","1","1","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"473847","F","31","false","true","1","10.50","8","2","1","1.00","8","1","2","2","4","1","806.08","104.50","62","8","668.756","3","2","3","3","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"474007","F","18","false","false","1","6.50","8","2","1","0.00","8","0","1","1","0","1","77.23","146","126","8","223.23","3","4","4","4","Silver Members","Young and Free - Hotel&Flight (20% hotel discount)"
"474120","M","43","false","true","4","53.63","8","10","4","0.60","8","0","8","4","12","3","4191.95","662","52","8","4853.95","4","2","1","1","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"474239","F","25","true","true","1","17.50","8","4","63","1.00","8","0","4","0","0","0","9479.06","0","75","8","9479.06","4","3","1","1","Silver Members","30% first timer welcome discount"
"474261","F","34","false","false","3","16.88","8","2","1","1.00","8","0","1","3","20","3","63.7","481","125","8","544.7","3","4","4","4","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"474278","F","25","false","false","0","8.25","8","0","0","0.00","8","0","0","0","0","0","0","0","164","8","0","4","4","4","4","Basic Members (No Bookings)","30% first timer welcome discount"
"474384","F","41","true","false","4","21.75","8","8","3","1.00","8","0","5","4","5","4","1413.17","419","45","8","1650.598","2","1","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"474464","F","57","true","false","3","14.38","8","6","2","1.67","8","0","5","4","5","3","2777.45","313","84","8","2790.0780","4","3","1","1","Silver Members","Couple Explorers - Hotel&Flight(Free cinema voucher for couples)"
